Name,Gene id,Up region,Down region,Inserted sequence,Manipulation type
b0670_del,b0670,0,0,-,deletion
b0672_del,b0672,0,0,-,deletion
b0673_del,b0673,0,0,-,deletion
b0674_del,b0674,0,0,-,deletion
b0675_del,b0675,0,0,-,deletion
b0676_del,b0676,0,0,-,deletion
b0677_del,b0677,0,0,-,deletion
b0678_del,b0678,0,0,-,deletion
b0679_del,b0679,0,0,-,deletion
b0680_del,b0680,0,0,-,deletion
b0681_del,b0681,0,0,-,deletion
b0682_del,b0682,0,0,-,deletion
b0683_del,b0683,0,0,-,deletion
b4637_del,b4637,0,0,-,deletion
b0684_del,b0684,0,0,-,deletion
b0685_del,b0685,0,0,-,deletion
b0686_del,b0686,0,0,-,deletion
b0687_del,b0687,0,0,-,deletion
b0688_del,b0688,0,0,-,deletion
b0689_del,b0689,0,0,-,deletion
b0691_del,b0691,0,0,-,deletion
b4636_del,b4636,0,0,-,deletion
b0692_del,b0692,0,0,-,deletion
b0693_del,b0693,0,0,-,deletion
b4590_del,b4590,0,0,-,deletion
b0694_del,b0694,0,0,-,deletion
b0695_del,b0695,0,0,-,deletion
b0696_del,b0696,0,0,-,deletion
b0697_del,b0697,0,0,-,deletion
b0698_del,b0698,0,0,-,deletion
b4513_del,b4513,0,0,-,deletion
b0699_del,b0699,0,0,-,deletion
b0700_del,b0700,0,0,-,deletion
b0702_del,b0702,0,0,-,deletion
b0703_del,b0703,0,0,-,deletion
b0704_del,b0704,0,0,-,deletion
b4514_del,b4514,0,0,-,deletion
b0705_del,b0705,0,0,-,deletion
b0706_del,b0706,0,0,-,deletion
b0707_del,b0707,0,0,-,deletion
b0708_del,b0708,0,0,-,deletion
b0709_del,b0709,0,0,-,deletion
b0710_del,b0710,0,0,-,deletion
b0711_del,b0711,0,0,-,deletion
b0712_del,b0712,0,0,-,deletion
b0713_del,b0713,0,0,-,deletion
b0714_del,b0714,0,0,-,deletion
b0715_del,b0715,0,0,-,deletion
b0716_del,b0716,0,0,-,deletion
b0717_del,b0717,0,0,-,deletion
b0718_del,b0718,0,0,-,deletion
b0719_del,b0719,0,0,-,deletion
b0720_del,b0720,0,0,-,deletion
b4735_del,b4735,0,0,-,deletion
b0721_del,b0721,0,0,-,deletion
b0722_del,b0722,0,0,-,deletion
b0723_del,b0723,0,0,-,deletion
b0724_del,b0724,0,0,-,deletion
b0726_del,b0726,0,0,-,deletion
b0727_del,b0727,0,0,-,deletion
b0728_del,b0728,0,0,-,deletion
b0729_del,b0729,0,0,-,deletion
b0730_del,b0730,0,0,-,deletion
b0731_del,b0731,0,0,-,deletion
b0732_del,b0732,0,0,-,deletion
b0733_del,b0733,0,0,-,deletion
b0734_del,b0734,0,0,-,deletion
b4515_del,b4515,0,0,-,deletion
b0735_del,b0735,0,0,-,deletion
b0736_del,b0736,0,0,-,deletion
b0737_del,b0737,0,0,-,deletion
b0738_del,b0738,0,0,-,deletion
b0739_del,b0739,0,0,-,deletion
b0740_del,b0740,0,0,-,deletion
b0741_del,b0741,0,0,-,deletion
b0742_del,b0742,0,0,-,deletion
b0743_del,b0743,0,0,-,deletion
b0744_del,b0744,0,0,-,deletion
b0745_del,b0745,0,0,-,deletion
b0746_del,b0746,0,0,-,deletion
b0747_del,b0747,0,0,-,deletion
b0748_del,b0748,0,0,-,deletion
b0749_del,b0749,0,0,-,deletion
b0750_del,b0750,0,0,-,deletion
b0751_del,b0751,0,0,-,deletion
b0752_del,b0752,0,0,-,deletion
b0753_del,b0753,0,0,-,deletion
b0754_del,b0754,0,0,-,deletion
b0755_del,b0755,0,0,-,deletion
b0756_del,b0756,0,0,-,deletion
b0757_del,b0757,0,0,-,deletion
b0758_del,b0758,0,0,-,deletion
b0759_del,b0759,0,0,-,deletion
b0760_del,b0760,0,0,-,deletion
b0761_del,b0761,0,0,-,deletion
b0762_del,b0762,0,0,-,deletion
b0763_del,b0763,0,0,-,deletion
b0764_del,b0764,0,0,-,deletion
b0765_del,b0765,0,0,-,deletion
b0766_del,b0766,0,0,-,deletion
b0767_del,b0767,0,0,-,deletion
b0768_del,b0768,0,0,-,deletion
b0769_del,b0769,0,0,-,deletion
b0770_del,b0770,0,0,-,deletion
b0771_del,b0771,0,0,-,deletion
b0772_del,b0772,0,0,-,deletion
b0773_del,b0773,0,0,-,deletion
b0774_del,b0774,0,0,-,deletion
b0775_del,b0775,0,0,-,deletion
b0776_del,b0776,0,0,-,deletion
b0777_del,b0777,0,0,-,deletion
b0778_del,b0778,0,0,-,deletion
b0779_del,b0779,0,0,-,deletion
b0780_del,b0780,0,0,-,deletion
b0781_del,b0781,0,0,-,deletion
b0782_del,b0782,0,0,-,deletion
b0783_del,b0783,0,0,-,deletion
b0784_del,b0784,0,0,-,deletion
b0785_del,b0785,0,0,-,deletion
b0786_del,b0786,0,0,-,deletion
b0787_del,b0787,0,0,-,deletion
b0788_del,b0788,0,0,-,deletion
b0789_del,b0789,0,0,-,deletion
b0790_del,b0790,0,0,-,deletion
b0791_del,b0791,0,0,-,deletion
b0792_del,b0792,0,0,-,deletion
b0793_del,b0793,0,0,-,deletion
b0794_del,b0794,0,0,-,deletion
b0795_del,b0795,0,0,-,deletion
b0796_del,b0796,0,0,-,deletion
b0797_del,b0797,0,0,-,deletion
b0798_del,b0798,0,0,-,deletion
b0799_del,b0799,0,0,-,deletion
b0800_del,b0800,0,0,-,deletion
b0801_del,b0801,0,0,-,deletion
b0802_del,b0802,0,0,-,deletion
b0803_del,b0803,0,0,-,deletion
b0804_del,b0804,0,0,-,deletion
b0805_del,b0805,0,0,-,deletion
b0806_del,b0806,0,0,-,deletion
b0807_del,b0807,0,0,-,deletion
b0808_del,b0808,0,0,-,deletion
b0809_del,b0809,0,0,-,deletion
b0810_del,b0810,0,0,-,deletion
b0811_del,b0811,0,0,-,deletion
b0812_del,b0812,0,0,-,deletion
b0813_del,b0813,0,0,-,deletion
b4736_del,b4736,0,0,-,deletion
b0814_del,b0814,0,0,-,deletion
b0815_del,b0815,0,0,-,deletion
b4416_del,b4416,0,0,-,deletion
b4705_del,b4705,0,0,-,deletion
b0817_del,b0817,0,0,-,deletion
b0818_del,b0818,0,0,-,deletion
b0819_del,b0819,0,0,-,deletion
b0820_del,b0820,0,0,-,deletion
b0821_del,b0821,0,0,-,deletion
b0822_del,b0822,0,0,-,deletion
b0823_del,b0823,0,0,-,deletion
b0824_del,b0824,0,0,-,deletion
b0825_del,b0825,0,0,-,deletion
b0826_del,b0826,0,0,-,deletion
b0827_del,b0827,0,0,-,deletion
b0828_del,b0828,0,0,-,deletion
b0829_del,b0829,0,0,-,deletion
b0830_del,b0830,0,0,-,deletion
b0831_del,b0831,0,0,-,deletion
b0832_del,b0832,0,0,-,deletion
b0833_del,b0833,0,0,-,deletion
b0834_del,b0834,0,0,-,deletion
b0835_del,b0835,0,0,-,deletion
b0836_del,b0836,0,0,-,deletion
b0837_del,b0837,0,0,-,deletion
b0838_del,b0838,0,0,-,deletion
b0839_del,b0839,0,0,-,deletion
b0840_del,b0840,0,0,-,deletion
b0841_del,b0841,0,0,-,deletion
b0842_del,b0842,0,0,-,deletion
b0843_del,b0843,0,0,-,deletion
b0844_del,b0844,0,0,-,deletion
b0845_del,b0845,0,0,-,deletion
b0846_del,b0846,0,0,-,deletion
b4417_del,b4417,0,0,-,deletion
b0847_del,b0847,0,0,-,deletion
b0848_del,b0848,0,0,-,deletion
b0849_del,b0849,0,0,-,deletion
b0850_del,b0850,0,0,-,deletion
b0851_del,b0851,0,0,-,deletion
b0852_del,b0852,0,0,-,deletion
b0853_del,b0853,0,0,-,deletion
b0854_del,b0854,0,0,-,deletion
b0855_del,b0855,0,0,-,deletion
b0856_del,b0856,0,0,-,deletion
b0857_del,b0857,0,0,-,deletion
b0858_del,b0858,0,0,-,deletion
b0859_del,b0859,0,0,-,deletion
b0860_del,b0860,0,0,-,deletion
b0861_del,b0861,0,0,-,deletion
b0862_del,b0862,0,0,-,deletion
b0863_del,b0863,0,0,-,deletion
b0864_del,b0864,0,0,-,deletion
b0865_del,b0865,0,0,-,deletion
b0866_del,b0866,0,0,-,deletion
b0867_del,b0867,0,0,-,deletion
b0868_del,b0868,0,0,-,deletion
b0869_del,b0869,0,0,-,deletion
b0870_del,b0870,0,0,-,deletion
b0871_del,b0871,0,0,-,deletion
b0872_del,b0872,0,0,-,deletion
b0873_del,b0873,0,0,-,deletion
b0874_del,b0874,0,0,-,deletion
b0875_del,b0875,0,0,-,deletion
b0876_del,b0876,0,0,-,deletion
b0877_del,b0877,0,0,-,deletion
b0878_del,b0878,0,0,-,deletion
b0879_del,b0879,0,0,-,deletion
b0880_del,b0880,0,0,-,deletion
b0881_del,b0881,0,0,-,deletion
b0882_del,b0882,0,0,-,deletion
b0883_del,b0883,0,0,-,deletion
b0884_del,b0884,0,0,-,deletion
b0885_del,b0885,0,0,-,deletion
b0886_del,b0886,0,0,-,deletion
b0887_del,b0887,0,0,-,deletion
b0888_del,b0888,0,0,-,deletion
b0889_del,b0889,0,0,-,deletion
b0890_del,b0890,0,0,-,deletion
b0891_del,b0891,0,0,-,deletion
b0892_del,b0892,0,0,-,deletion
b0893_del,b0893,0,0,-,deletion
b0894_del,b0894,0,0,-,deletion
b0895_del,b0895,0,0,-,deletion
b0896_del,b0896,0,0,-,deletion
b0897_del,b0897,0,0,-,deletion
b0898_del,b0898,0,0,-,deletion
b0899_del,b0899,0,0,-,deletion
b0900_del,b0900,0,0,-,deletion
b0901_del,b0901,0,0,-,deletion
b0902_del,b0902,0,0,-,deletion
b0903_del,b0903,0,0,-,deletion
b0904_del,b0904,0,0,-,deletion
b0905_del,b0905,0,0,-,deletion
b0906_del,b0906,0,0,-,deletion
b0907_del,b0907,0,0,-,deletion
b0908_del,b0908,0,0,-,deletion
b0909_del,b0909,0,0,-,deletion
b0910_del,b0910,0,0,-,deletion
b0911_del,b0911,0,0,-,deletion
b0912_del,b0912,0,0,-,deletion
b0913_del,b0913,0,0,-,deletion
b0914_del,b0914,0,0,-,deletion
b0915_del,b0915,0,0,-,deletion
b0916_del,b0916,0,0,-,deletion
b0917_del,b0917,0,0,-,deletion
b0918_del,b0918,0,0,-,deletion
b0919_del,b0919,0,0,-,deletion
b0920_del,b0920,0,0,-,deletion
b0921_del,b0921,0,0,-,deletion
b0922_del,b0922,0,0,-,deletion
b0923_del,b0923,0,0,-,deletion
b0924_del,b0924,0,0,-,deletion
b0925_del,b0925,0,0,-,deletion
b0926_del,b0926,0,0,-,deletion
b0927_del,b0927,0,0,-,deletion
b0928_del,b0928,0,0,-,deletion
b0929_del,b0929,0,0,-,deletion
b0930_del,b0930,0,0,-,deletion
b0931_del,b0931,0,0,-,deletion
b0932_del,b0932,0,0,-,deletion
b0933_del,b0933,0,0,-,deletion
b0934_del,b0934,0,0,-,deletion
b0935_del,b0935,0,0,-,deletion
b0936_del,b0936,0,0,-,deletion
b0937_del,b0937,0,0,-,deletion
b0938_del,b0938,0,0,-,deletion
b0939_del,b0939,0,0,-,deletion
b0940_del,b0940,0,0,-,deletion
b0941_del,b0941,0,0,-,deletion
b0942_del,b0942,0,0,-,deletion
b0943_del,b0943,0,0,-,deletion
b0944_del,b0944,0,0,-,deletion
b0945_del,b0945,0,0,-,deletion
b0946_del,b0946,0,0,-,deletion
b0947_del,b0947,0,0,-,deletion
b0948_del,b0948,0,0,-,deletion
b0949_del,b0949,0,0,-,deletion
b0950_del,b0950,0,0,-,deletion
b0951_del,b0951,0,0,-,deletion
b0952_del,b0952,0,0,-,deletion
b0953_del,b0953,0,0,-,deletion
b0954_del,b0954,0,0,-,deletion
b0955_del,b0955,0,0,-,deletion
b0956_del,b0956,0,0,-,deletion
b0957_del,b0957,0,0,-,deletion
b0958_del,b0958,0,0,-,deletion
b0959_del,b0959,0,0,-,deletion
b0960_del,b0960,0,0,-,deletion
b0961_del,b0961,0,0,-,deletion
b0962_del,b0962,0,0,-,deletion
b0963_del,b0963,0,0,-,deletion
b0964_del,b0964,0,0,-,deletion
b0965_del,b0965,0,0,-,deletion
b0966_del,b0966,0,0,-,deletion
b0967_del,b0967,0,0,-,deletion
b0968_del,b0968,0,0,-,deletion
b0969_del,b0969,0,0,-,deletion
b0970_del,b0970,0,0,-,deletion
b0971_del,b0971,0,0,-,deletion
b0972_del,b0972,0,0,-,deletion
b0973_del,b0973,0,0,-,deletion
b0974_del,b0974,0,0,-,deletion
b0975_del,b0975,0,0,-,deletion
b0976_del,b0976,0,0,-,deletion
b0977_del,b0977,0,0,-,deletion
b0978_del,b0978,0,0,-,deletion
b0979_del,b0979,0,0,-,deletion
b4592_del,b4592,0,0,-,deletion
b0980_del,b0980,0,0,-,deletion
b0981_del,b0981,0,0,-,deletion
b0982_del,b0982,0,0,-,deletion
b0983_del,b0983,0,0,-,deletion
b0984_del,b0984,0,0,-,deletion
b0985_del,b0985,0,0,-,deletion
b0986_del,b0986,0,0,-,deletion
b0987_del,b0987,0,0,-,deletion
b4516_del,b4516,0,0,-,deletion
b0988_del,b0988,0,0,-,deletion
b0989_del,b0989,0,0,-,deletion
b0990_del,b0990,0,0,-,deletion
b4723_del,b4723,0,0,-,deletion
b0991_del,b0991,0,0,-,deletion
b4517_del,b4517,0,0,-,deletion
b0992_del,b0992,0,0,-,deletion
b0993_del,b0993,0,0,-,deletion
b0994_del,b0994,0,0,-,deletion
b0995_del,b0995,0,0,-,deletion
b0996_del,b0996,0,0,-,deletion
b0997_del,b0997,0,0,-,deletion
b0998_del,b0998,0,0,-,deletion
b0999_del,b0999,0,0,-,deletion
b1000_del,b1000,0,0,-,deletion
b1001_del,b1001,0,0,-,deletion
b1002_del,b1002,0,0,-,deletion
b1003_del,b1003,0,0,-,deletion
b1004_del,b1004,0,0,-,deletion
b4518_del,b4518,0,0,-,deletion
b1006_del,b1006,0,0,-,deletion
b1007_del,b1007,0,0,-,deletion
b1008_del,b1008,0,0,-,deletion
b1009_del,b1009,0,0,-,deletion
b1010_del,b1010,0,0,-,deletion
b1011_del,b1011,0,0,-,deletion
b1012_del,b1012,0,0,-,deletion
b1013_del,b1013,0,0,-,deletion
b1014_del,b1014,0,0,-,deletion
b4737_del,b4737,0,0,-,deletion
b1015_del,b1015,0,0,-,deletion
b4490_del,b4490,0,0,-,deletion
b1018_del,b1018,0,0,-,deletion
b1019_del,b1019,0,0,-,deletion
b1020_del,b1020,0,0,-,deletion
b1021_del,b1021,0,0,-,deletion
b1022_del,b1022,0,0,-,deletion
b1023_del,b1023,0,0,-,deletion
b1024_del,b1024,0,0,-,deletion
b1025_del,b1025,0,0,-,deletion
b1026_del,b1026,0,0,-,deletion
b1027_del,b1027,0,0,-,deletion
b1028_del,b1028,0,0,-,deletion
b1029_del,b1029,0,0,-,deletion
b1032_del,b1032,0,0,-,deletion
b1033_del,b1033,0,0,-,deletion
b1034_del,b1034,0,0,-,deletion
b1035_del,b1035,0,0,-,deletion
b1036_del,b1036,0,0,-,deletion
b1037_del,b1037,0,0,-,deletion
b1038_del,b1038,0,0,-,deletion
b1039_del,b1039,0,0,-,deletion
b1040_del,b1040,0,0,-,deletion
b1041_del,b1041,0,0,-,deletion
b1042_del,b1042,0,0,-,deletion
b1043_del,b1043,0,0,-,deletion
b1044_del,b1044,0,0,-,deletion
b1045_del,b1045,0,0,-,deletion
b1046_del,b1046,0,0,-,deletion
b1047_del,b1047,0,0,-,deletion
b1048_del,b1048,0,0,-,deletion
b1049_del,b1049,0,0,-,deletion
b1050_del,b1050,0,0,-,deletion
b1051_del,b1051,0,0,-,deletion
b1053_del,b1053,0,0,-,deletion
b1054_del,b1054,0,0,-,deletion
b1055_del,b1055,0,0,-,deletion
b1056_del,b1056,0,0,-,deletion
b1057_del,b1057,0,0,-,deletion
b1058_del,b1058,0,0,-,deletion
b1059_del,b1059,0,0,-,deletion
b1060_del,b1060,0,0,-,deletion
b1061_del,b1061,0,0,-,deletion
b1062_del,b1062,0,0,-,deletion
b1063_del,b1063,0,0,-,deletion
b1064_del,b1064,0,0,-,deletion
b1065_del,b1065,0,0,-,deletion
b1066_del,b1066,0,0,-,deletion
b1067_del,b1067,0,0,-,deletion
b1068_del,b1068,0,0,-,deletion
b1069_del,b1069,0,0,-,deletion
b1070_del,b1070,0,0,-,deletion
b1071_del,b1071,0,0,-,deletion
b1072_del,b1072,0,0,-,deletion
b1073_del,b1073,0,0,-,deletion
b1074_del,b1074,0,0,-,deletion
b1075_del,b1075,0,0,-,deletion
b1076_del,b1076,0,0,-,deletion
b1077_del,b1077,0,0,-,deletion
b1078_del,b1078,0,0,-,deletion
b1079_del,b1079,0,0,-,deletion
b1080_del,b1080,0,0,-,deletion
b1081_del,b1081,0,0,-,deletion
b1082_del,b1082,0,0,-,deletion
b1083_del,b1083,0,0,-,deletion
b1084_del,b1084,0,0,-,deletion
b1085_del,b1085,0,0,-,deletion
b1086_del,b1086,0,0,-,deletion
b1087_del,b1087,0,0,-,deletion
b4418_del,b4418,0,0,-,deletion
b1088_del,b1088,0,0,-,deletion
b1089_del,b1089,0,0,-,deletion
b1090_del,b1090,0,0,-,deletion
b1091_del,b1091,0,0,-,deletion
b1092_del,b1092,0,0,-,deletion
b1093_del,b1093,0,0,-,deletion
b1094_del,b1094,0,0,-,deletion
b1095_del,b1095,0,0,-,deletion
b1096_del,b1096,0,0,-,deletion
b1097_del,b1097,0,0,-,deletion
b1098_del,b1098,0,0,-,deletion
b1099_del,b1099,0,0,-,deletion
b1100_del,b1100,0,0,-,deletion
b1101_del,b1101,0,0,-,deletion
b1102_del,b1102,0,0,-,deletion
b1103_del,b1103,0,0,-,deletion
b1104_del,b1104,0,0,-,deletion
b1105_del,b1105,0,0,-,deletion
b1106_del,b1106,0,0,-,deletion
b1107_del,b1107,0,0,-,deletion
b1108_del,b1108,0,0,-,deletion
b1109_del,b1109,0,0,-,deletion
b1110_del,b1110,0,0,-,deletion
b1111_del,b1111,0,0,-,deletion
b1112_del,b1112,0,0,-,deletion
b1113_del,b1113,0,0,-,deletion
b1114_del,b1114,0,0,-,deletion
b1115_del,b1115,0,0,-,deletion
b1116_del,b1116,0,0,-,deletion
b1117_del,b1117,0,0,-,deletion
b1118_del,b1118,0,0,-,deletion
b1119_del,b1119,0,0,-,deletion
b1120_del,b1120,0,0,-,deletion
b1121_del,b1121,0,0,-,deletion
b1122_del,b1122,0,0,-,deletion
b1123_del,b1123,0,0,-,deletion
b1124_del,b1124,0,0,-,deletion
b1125_del,b1125,0,0,-,deletion
b1126_del,b1126,0,0,-,deletion
b1127_del,b1127,0,0,-,deletion
b1128_del,b1128,0,0,-,deletion
b1129_del,b1129,0,0,-,deletion
b1130_del,b1130,0,0,-,deletion
b1131_del,b1131,0,0,-,deletion
b1132_del,b1132,0,0,-,deletion
b1133_del,b1133,0,0,-,deletion
b1134_del,b1134,0,0,-,deletion
b1135_del,b1135,0,0,-,deletion
b1136_del,b1136,0,0,-,deletion
b1137_del,b1137,0,0,-,deletion
b1138_del,b1138,0,0,-,deletion
b1139_del,b1139,0,0,-,deletion
b1140_del,b1140,0,0,-,deletion
b1141_del,b1141,0,0,-,deletion
b1142_del,b1142,0,0,-,deletion
b1143_del,b1143,0,0,-,deletion
b1144_del,b1144,0,0,-,deletion
b1145_del,b1145,0,0,-,deletion
b1146_del,b1146,0,0,-,deletion
b1147_del,b1147,0,0,-,deletion
b1148_del,b1148,0,0,-,deletion
b1149_del,b1149,0,0,-,deletion
b4692_del,b4692,0,0,-,deletion
b4693_del,b4693,0,0,-,deletion
b1150_del,b1150,0,0,-,deletion
b1151_del,b1151,0,0,-,deletion
b1152_del,b1152,0,0,-,deletion
b1153_del,b1153,0,0,-,deletion
b1154_del,b1154,0,0,-,deletion
b1155_del,b1155,0,0,-,deletion
b1156_del,b1156,0,0,-,deletion
b1157_del,b1157,0,0,-,deletion
b1158_del,b1158,0,0,-,deletion
b1159_del,b1159,0,0,-,deletion
b4519_del,b4519,0,0,-,deletion
b1160_del,b1160,0,0,-,deletion
b4738_del,b4738,0,0,-,deletion
b4739_del,b4739,0,0,-,deletion
b1161_del,b1161,0,0,-,deletion
b1162_del,b1162,0,0,-,deletion
b1163_del,b1163,0,0,-,deletion
b1164_del,b1164,0,0,-,deletion
b1165_del,b1165,0,0,-,deletion
b1166_del,b1166,0,0,-,deletion
b1167_del,b1167,0,0,-,deletion
b1168_del,b1168,0,0,-,deletion
b4520_del,b4520,0,0,-,deletion
b4491_del,b4491,0,0,-,deletion
b1171_del,b1171,0,0,-,deletion
b1172_del,b1172,0,0,-,deletion
b4593_del,b4593,0,0,-,deletion
b4594_del,b4594,0,0,-,deletion
b4521_del,b4521,0,0,-,deletion
b1174_del,b1174,0,0,-,deletion
b1175_del,b1175,0,0,-,deletion
b1176_del,b1176,0,0,-,deletion
b1177_del,b1177,0,0,-,deletion
b1178_del,b1178,0,0,-,deletion
b1179_del,b1179,0,0,-,deletion
b1180_del,b1180,0,0,-,deletion
b1181_del,b1181,0,0,-,deletion
b1182_del,b1182,0,0,-,deletion
b1183_del,b1183,0,0,-,deletion
b1184_del,b1184,0,0,-,deletion
b1185_del,b1185,0,0,-,deletion
b1186_del,b1186,0,0,-,deletion
b1187_del,b1187,0,0,-,deletion
b1188_del,b1188,0,0,-,deletion
b1189_del,b1189,0,0,-,deletion
b1190_del,b1190,0,0,-,deletion
b4740_del,b4740,0,0,-,deletion
b1191_del,b1191,0,0,-,deletion
b1192_del,b1192,0,0,-,deletion
b1193_del,b1193,0,0,-,deletion
b1194_del,b1194,0,0,-,deletion
b1195_del,b1195,0,0,-,deletion
b1196_del,b1196,0,0,-,deletion
b1197_del,b1197,0,0,-,deletion
b1198_del,b1198,0,0,-,deletion
b1199_del,b1199,0,0,-,deletion
b1200_del,b1200,0,0,-,deletion
b1201_del,b1201,0,0,-,deletion
b1202_del,b1202,0,0,-,deletion
b1203_del,b1203,0,0,-,deletion
b1204_del,b1204,0,0,-,deletion
b1205_del,b1205,0,0,-,deletion
b1206_del,b1206,0,0,-,deletion
b1207_del,b1207,0,0,-,deletion
b1208_del,b1208,0,0,-,deletion
b1209_del,b1209,0,0,-,deletion
b1210_del,b1210,0,0,-,deletion
b1211_del,b1211,0,0,-,deletion
b1212_del,b1212,0,0,-,deletion
b1213_del,b1213,0,0,-,deletion
b1214_del,b1214,0,0,-,deletion
b1215_del,b1215,0,0,-,deletion
b4419_del,b4419,0,0,-,deletion
b4420_del,b4420,0,0,-,deletion
b4421_del,b4421,0,0,-,deletion
b4422_del,b4422,0,0,-,deletion
b4423_del,b4423,0,0,-,deletion
b4424_del,b4424,0,0,-,deletion
b1216_del,b1216,0,0,-,deletion
b1217_del,b1217,0,0,-,deletion
b1218_del,b1218,0,0,-,deletion
b1219_del,b1219,0,0,-,deletion
b1220_del,b1220,0,0,-,deletion
b1221_del,b1221,0,0,-,deletion
b1222_del,b1222,0,0,-,deletion
b1223_del,b1223,0,0,-,deletion
b1224_del,b1224,0,0,-,deletion
b1225_del,b1225,0,0,-,deletion
b1226_del,b1226,0,0,-,deletion
b1227_del,b1227,0,0,-,deletion
b1228_del,b1228,0,0,-,deletion
b4425_del,b4425,0,0,-,deletion
b1229_del,b1229,0,0,-,deletion
b1230_del,b1230,0,0,-,deletion
b1231_del,b1231,0,0,-,deletion
b1232_del,b1232,0,0,-,deletion
b1233_del,b1233,0,0,-,deletion
b1234_del,b1234,0,0,-,deletion
b1235_del,b1235,0,0,-,deletion
b1236_del,b1236,0,0,-,deletion
b1237_del,b1237,0,0,-,deletion
b1238_del,b1238,0,0,-,deletion
b4573_del,b4573,0,0,-,deletion
b1241_del,b1241,0,0,-,deletion
b1242_del,b1242,0,0,-,deletion
b4711_del,b4711,0,0,-,deletion
b1243_del,b1243,0,0,-,deletion
b1244_del,b1244,0,0,-,deletion
b1245_del,b1245,0,0,-,deletion
b1246_del,b1246,0,0,-,deletion
b1247_del,b1247,0,0,-,deletion
b1248_del,b1248,0,0,-,deletion
b1249_del,b1249,0,0,-,deletion
b4595_del,b4595,0,0,-,deletion
b1250_del,b1250,0,0,-,deletion
b1251_del,b1251,0,0,-,deletion
b1252_del,b1252,0,0,-,deletion
b1253_del,b1253,0,0,-,deletion
b1254_del,b1254,0,0,-,deletion
b1255_del,b1255,0,0,-,deletion
b1256_del,b1256,0,0,-,deletion
b1257_del,b1257,0,0,-,deletion
b1258_del,b1258,0,0,-,deletion
b1259_del,b1259,0,0,-,deletion
b1260_del,b1260,0,0,-,deletion
b1261_del,b1261,0,0,-,deletion
b1262_del,b1262,0,0,-,deletion
b1263_del,b1263,0,0,-,deletion
b1264_del,b1264,0,0,-,deletion
b1265_del,b1265,0,0,-,deletion
b1266_del,b1266,0,0,-,deletion
b1267_del,b1267,0,0,-,deletion
b1268_del,b1268,0,0,-,deletion
b1269_del,b1269,0,0,-,deletion
b1270_del,b1270,0,0,-,deletion
b1271_del,b1271,0,0,-,deletion
b1272_del,b1272,0,0,-,deletion
b1273_del,b1273,0,0,-,deletion
b1274_del,b1274,0,0,-,deletion
b1275_del,b1275,0,0,-,deletion
b4522_del,b4522,0,0,-,deletion
b4523_del,b4523,0,0,-,deletion
b4741_del,b4741,0,0,-,deletion
b1276_del,b1276,0,0,-,deletion
b1277_del,b1277,0,0,-,deletion
b1278_del,b1278,0,0,-,deletion
b1279_del,b1279,0,0,-,deletion
b1280_del,b1280,0,0,-,deletion
b1281_del,b1281,0,0,-,deletion
b1282_del,b1282,0,0,-,deletion
b1283_del,b1283,0,0,-,deletion
b1284_del,b1284,0,0,-,deletion
b4596_del,b4596,0,0,-,deletion
b1285_del,b1285,0,0,-,deletion
b4672_del,b4672,0,0,-,deletion
b1286_del,b1286,0,0,-,deletion
b1287_del,b1287,0,0,-,deletion
b1288_del,b1288,0,0,-,deletion
b1289_del,b1289,0,0,-,deletion
b1290_del,b1290,0,0,-,deletion
b1291_del,b1291,0,0,-,deletion
b1292_del,b1292,0,0,-,deletion
b1293_del,b1293,0,0,-,deletion
b1294_del,b1294,0,0,-,deletion
b1295_del,b1295,0,0,-,deletion
b1296_del,b1296,0,0,-,deletion
b4742_del,b4742,0,0,-,deletion
b1297_del,b1297,0,0,-,deletion
b1298_del,b1298,0,0,-,deletion
b1299_del,b1299,0,0,-,deletion
b1300_del,b1300,0,0,-,deletion
b1301_del,b1301,0,0,-,deletion
b1302_del,b1302,0,0,-,deletion
b1303_del,b1303,0,0,-,deletion
b1304_del,b1304,0,0,-,deletion
b1305_del,b1305,0,0,-,deletion
b1306_del,b1306,0,0,-,deletion
b1307_del,b1307,0,0,-,deletion
b1308_del,b1308,0,0,-,deletion
b1309_del,b1309,0,0,-,deletion
b1310_del,b1310,0,0,-,deletion
b1311_del,b1311,0,0,-,deletion
b1312_del,b1312,0,0,-,deletion
b1313_del,b1313,0,0,-,deletion
b1314_del,b1314,0,0,-,deletion
b1315_del,b1315,0,0,-,deletion
b1316_del,b1316,0,0,-,deletion
b1317_del,b1317,0,0,-,deletion
b1318_del,b1318,0,0,-,deletion
b4524_del,b4524,0,0,-,deletion
b1319_del,b1319,0,0,-,deletion
b1320_del,b1320,0,0,-,deletion
b1321_del,b1321,0,0,-,deletion
b1322_del,b1322,0,0,-,deletion
b1323_del,b1323,0,0,-,deletion
b1324_del,b1324,0,0,-,deletion
b1325_del,b1325,0,0,-,deletion
b1326_del,b1326,0,0,-,deletion
b4525_del,b4525,0,0,-,deletion
b4673_del,b4673,0,0,-,deletion
b1327_del,b1327,0,0,-,deletion
b1328_del,b1328,0,0,-,deletion
b1329_del,b1329,0,0,-,deletion
b1330_del,b1330,0,0,-,deletion
b1331_del,b1331,0,0,-,deletion
b1332_del,b1332,0,0,-,deletion
b1333_del,b1333,0,0,-,deletion
b1334_del,b1334,0,0,-,deletion
