,strain,design target,B:time,B:mean time,A:time,A:mean time,B:off target numbers,B mean:off target numbers,A:time - B:time
201,Salmonella_typhimurium,50-4,264.73775362968445,267.76114349365236,492.1252110004425,528.9213690757751,3.0,3.6,227.38745737075806
202,Salmonella_typhimurium,50-3,267.30845522880554,267.76114349365236,305.20707869529724,528.9213690757751,4.0,3.6,37.8986234664917
203,Salmonella_typhimurium,50-5,272.33260345458984,267.76114349365236,794.3095862865448,528.9213690757751,4.0,3.6,521.976982831955
204,Salmonella_typhimurium,50-2,272.3882734775543,267.76114349365236,287.1194989681244,528.9213690757751,2.0,3.6,14.731225490570068
205,Salmonella_typhimurium,100-5,525.6872141361237,527.7026337623596,673.8822174072266,1090.200308084488,3.0,6.0,148.1950032711029
206,Salmonella_typhimurium,100-2,525.7282497882843,527.7026337623596,1347.2484152317047,1090.200308084488,8.0,6.0,821.5201654434204
207,Salmonella_typhimurium,100-3,525.7322888374329,527.7026337623596,1984.6898283958435,1090.200308084488,9.0,6.0,1458.9575395584106
208,Salmonella_typhimurium,100-1,526.6747059822083,527.7026337623596,740.4921455383301,1090.200308084488,4.0,6.0,213.81743955612183
209,Salmonella_typhimurium,100-4,534.690710067749,527.7026337623596,704.6889338493347,1090.200308084488,6.0,6.0,169.9982237815857
210,Salmonella_typhimurium,150-1,854.4697825908661,824.9372369766236,1475.2262930870056,1452.5236937046052,7.0,6.4,620.7565104961395
211,Salmonella_typhimurium,150-4,829.3426945209503,824.9372369766236,1138.7145233154297,1452.5236937046052,8.0,6.4,309.37182879447937
212,Salmonella_typhimurium,150-3,796.2946436405182,824.9372369766236,1750.0707268714905,1452.5236937046052,8.0,6.4,953.7760832309723
213,Salmonella_typhimurium,150-2,815.2379460334778,824.9372369766236,1321.9908673763275,1452.5236937046052,4.0,6.4,506.75292134284973
214,Salmonella_typhimurium,150-5,829.3411180973053,824.9372369766236,1576.6160578727722,1452.5236937046052,5.0,6.4,747.2749397754669
215,Salmonella_typhimurium,200-5,1160.8717970848083,1184.8566880226135,1973.9959399700165,1716.2756329536437,13.0,10.4,813.1241428852081
216,Salmonella_typhimurium,200-1,1177.9910306930542,1184.8566880226135,2053.7530732154846,1716.2756329536437,12.0,10.4,875.7620425224304
217,Salmonella_typhimurium,200-4,1188.844272851944,1184.8566880226135,1492.6633412837982,1716.2756329536437,7.0,10.4,303.81906843185425
218,Salmonella_typhimurium,200-2,1188.8499512672424,1184.8566880226135,1513.054599761963,1716.2756329536437,9.0,10.4,324.20464849472046
219,Salmonella_typhimurium,200-3,1207.726388216019,1184.8566880226135,1547.9112105369568,1716.2756329536437,11.0,10.4,340.1848223209379
220,Salmonella_typhimurium,250-3,1606.055277109146,1575.7859103679657,2614.6781001091003,2423.974670124054,12.0,12.4,1008.6228229999545
221,Salmonella_typhimurium,250-5,1557.0929872989657,1575.7859103679657,1822.7373735904691,2423.974670124054,8.0,12.4,265.64438629150345
222,Salmonella_typhimurium,250-4,1622.0483660697937,1575.7859103679657,2539.858374118805,2423.974670124054,17.0,12.4,917.8100080490112
223,Salmonella_typhimurium,250-2,1544.9933769702911,1575.7859103679657,2342.791164159775,2423.974670124054,13.0,12.4,797.7977871894836
224,Salmonella_typhimurium,250-1,1548.739544391632,1575.7859103679657,2799.8083386421204,2423.974670124054,12.0,12.4,1251.0687942504883
225,Salmonella_typhimurium,300-2,2065.839519739151,2088.6147368431093,2905.617841959,3092.3106872081758,15.0,16.4,839.7783222198491
226,Salmonella_typhimurium,300-1,2080.866237640381,2088.6147368431093,3205.459375858307,3092.3106872081758,18.0,16.4,1124.593138217926
227,Salmonella_typhimurium,300-5,2093.215276002884,2088.6147368431093,3052.280726909637,3092.3106872081758,14.0,16.4,959.0654509067531
228,Salmonella_typhimurium,300-3,2098.984484434128,2088.6147368431093,3326.860889673233,3092.3106872081758,20.0,16.4,1227.8764052391052
229,Salmonella_typhimurium,300-4,2104.168166399002,2088.6147368431093,2971.3346016407013,3092.3106872081758,15.0,16.4,867.1664352416992
230,Salmonella_typhimurium,350-3,2431.62939286232,2466.0387917995454,2655.613305091858,3212.422998046875,14.0,22.0,223.98391222953796
231,Salmonella_typhimurium,350-4,2467.0873560905457,2466.0387917995454,4040.0074417591095,3212.422998046875,29.0,22.0,1572.9200856685638
232,Salmonella_typhimurium,350-1,2468.013976335525,2466.0387917995454,3437.59943318367,3212.422998046875,25.0,22.0,969.585456848145
233,Salmonella_typhimurium,350-2,2478.6473467350006,2466.0387917995454,2904.232386827469,3212.422998046875,24.0,22.0,425.58504009246826
234,Salmonella_typhimurium,350-5,2484.8158869743347,2466.0387917995454,3024.6624233722687,3212.422998046875,18.0,22.0,539.846536397934
235,Salmonella_typhimurium,400-2,2717.398408651352,2687.046903705597,3042.7732689380646,3424.9157118320463,21.0,22.8,325.37486028671265
236,Salmonella_typhimurium,400-4,2690.728312253952,2687.046903705597,3328.3983957767487,3424.9157118320463,27.0,22.8,637.6700835227966
237,Salmonella_typhimurium,400-3,2682.505654335022,2687.046903705597,3280.940784215927,3424.9157118320463,14.0,22.8,598.4351298809052
238,Salmonella_typhimurium,400-5,2657.471680402756,2687.046903705597,3865.786370992661,3424.9157118320463,34.0,22.8,1208.3146905899048
239,Salmonella_typhimurium,400-1,2687.130462884903,2687.046903705597,3606.679739236832,3424.9157118320463,18.0,22.8,919.5492763519292
240,Salmonella_typhimurium,450-2,2859.271162986756,2874.594966983795,3233.956330537796,3830.2053631782533,24.0,22.6,374.6851675510402
241,Salmonella_typhimurium,450-3,2871.209258079529,2874.594966983795,3930.397995948792,3830.2053631782533,25.0,22.6,1059.1887378692632
242,Salmonella_typhimurium,450-1,2873.8632805347443,2874.594966983795,3933.906879425049,3830.2053631782533,18.0,22.6,1060.0435988903046
243,Salmonella_typhimurium,450-5,2879.0589401721954,2874.594966983795,4306.145570278168,3830.2053631782533,25.0,22.6,1427.0866301059723
244,Salmonella_typhimurium,450-4,2889.572193145752,2874.594966983795,3746.620039701462,3830.2053631782533,21.0,22.6,857.0478465557098
245,Salmonella_typhimurium,500-4,3044.3689744472504,3023.795378112793,4429.401487350464,3961.8567311763763,30.0,23.6,1385.0325129032135
246,Salmonella_typhimurium,500-3,3000.473707675934,3023.795378112793,3819.16798210144,3961.8567311763763,21.0,23.6,818.6942744255061
247,Salmonella_typhimurium,500-1,3005.920082807541,3023.795378112793,3470.461609840393,3961.8567311763763,25.0,23.6,464.5415270328522
248,Salmonella_typhimurium,500-5,3011.4457263946533,3023.795378112793,3995.8033394813538,3961.8567311763763,22.0,23.6,984.3576130867004
249,Salmonella_typhimurium,500-2,3056.7683992385864,3023.795378112793,4094.449237108231,3961.8567311763763,20.0,23.6,1037.6808378696446
